,Bussiness__City,Bussiness__Country,Bussiness__Description,Bussiness__Name,Bussiness__StreetAddress,Bussiness__Zipcode,Customer__Address__line1,Customer__Address__line2,Customer__Email,Customer__Name,Customer__PhoneNumber,Invoice__Description,Invoice__DueDate,Invoice__IssueDate,Invoice__Number,Invoice__Tax,Invoice__BillDetails__Name,Invoice__BillDetails__Quantity,Invoice__BillDetails__Rate
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,353 Cara Shoals ,Suchitlán ,Willis_Koelpin4@yahoo.com,Willis Koelpin,783-402-5895,incididunt reprehenderit commodo ,30-06-2023 ,12-05-2023,BH45VRKCGGS04E5OPZV07U,10,Unbranded Plastic Towels  ,71  ,78  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,officia id laboris magna non ut dolore ,05-07-2023 ,12-05-2023,GQ083553191771SJV5QSSSM3D54,10,Refined Wooden Chips  ,65  ,97  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,officia id laboris magna non ut dolore ,05-07-2023 ,12-05-2023,GQ083553191771SJV5QSSSM3D54,10,Small Granite Fish  ,46  ,33  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,officia id laboris magna non ut dolore ,05-07-2023 ,12-05-2023,GQ083553191771SJV5QSSSM3D54,10,Small Metal Mouse  ,68  ,26  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,officia id laboris magna non ut dolore ,05-07-2023 ,12-05-2023,GQ083553191771SJV5QSSSM3D54,10,Intelligent Plastic Car  ,106  ,24  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,officia id laboris magna non ut dolore ,05-07-2023 ,12-05-2023,GQ083553191771SJV5QSSSM3D54,10,Awesome Granite Ball  ,23  ,23  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,officia id laboris magna non ut dolore ,05-07-2023 ,12-05-2023,GQ083553191771SJV5QSSSM3D54,10,Rustic Plastic Shirt  ,35  ,63  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,officia id laboris magna non ut dolore ,05-07-2023 ,12-05-2023,GQ083553191771SJV5QSSSM3D54,10,Awesome Soft Ball  ,97  ,25  
7,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,355 Muller Field Saint ,George ,Richard_Rodriguez@hotm ail.com,Richard Rodriguez,402-261-8314,officia id laboris magna non ut dolore ,05-07-2023 ,12-05-2023,GQ083553191771SJV5QSSSM3D54,10,Tasty Steel Chair  ,44  ,89  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,in nulla voluptate dolore deserunt Lorem qui ut quis ,14-06-2023 ,12-05-2023,BR3803519232323247276576065W3,10,Small Frozen Cheese  ,128  ,15  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,in nulla voluptate dolore deserunt Lorem qui ut quis ,14-06-2023 ,12-05-2023,BR3803519232323247276576065W3,10,Sleek Soft Shirt  ,4  ,37  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,in nulla voluptate dolore deserunt Lorem qui ut quis ,14-06-2023 ,12-05-2023,BR3803519232323247276576065W3,10,Intelligent Soft Chair  ,14  ,69  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,in nulla voluptate dolore deserunt Lorem qui ut quis ,14-06-2023 ,12-05-2023,BR3803519232323247276576065W3,10,Small Fresh Mouse  ,111  ,81  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,in nulla voluptate dolore deserunt Lorem qui ut quis ,14-06-2023 ,12-05-2023,BR3803519232323247276576065W3,10,Handmade Granite Ball  ,20  ,72  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,in nulla voluptate dolore deserunt Lorem qui ut quis ,14-06-2023 ,12-05-2023,BR3803519232323247276576065W3,10,Refined Soft Towels  ,27  ,39  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,8236 O'Hara Glens ,Moutsamoudou ,Zboncak@gmail.com,Cary Zboncak,741-215-8162,ut laboris do enim culpa sunt nostrud tempor nulla Lorem sint aliqua culpa ex cillum eu exercitation ad magna ,15-06-2023 ,12-05-2023,NL67RPUC9876715202,10,Gorgeous Frozen Chair  ,65  ,48  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,8236 O'Hara Glens ,Moutsamoudou ,Zboncak@gmail.com,Cary Zboncak,741-215-8162,ut laboris do enim culpa sunt nostrud tempor nulla Lorem sint aliqua culpa ex cillum eu exercitation ad magna ,15-06-2023 ,12-05-2023,NL67RPUC9876715202,10,Awesome Frozen Chicken  ,69  ,57  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,8236 O'Hara Glens ,Moutsamoudou ,Zboncak@gmail.com,Cary Zboncak,741-215-8162,ut laboris do enim culpa sunt nostrud tempor nulla Lorem sint aliqua culpa ex cillum eu exercitation ad magna ,15-06-2023 ,12-05-2023,NL67RPUC9876715202,10,Fantastic Concrete Shirt  ,101  ,82  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,8236 O'Hara Glens ,Moutsamoudou ,Zboncak@gmail.com,Cary Zboncak,741-215-8162,ut laboris do enim culpa sunt nostrud tempor nulla Lorem sint aliqua culpa ex cillum eu exercitation ad magna ,15-06-2023 ,12-05-2023,NL67RPUC9876715202,10,Tasty Frozen Pizza  ,42  ,92  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,qui deserunt ex sint nostrud laborum occaecat aliquip aliqua anim qui pariatur sint deserunt qui ,24-06-2023 ,12-05-2023,CM2965582947879253825248669,10,Gorgeous Metal Chair  ,9  ,84  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,qui deserunt ex sint nostrud laborum occaecat aliquip aliqua anim qui pariatur sint deserunt qui ,24-06-2023 ,12-05-2023,CM2965582947879253825248669,10,Awesome Metal Towels  ,33  ,41  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,qui deserunt ex sint nostrud laborum occaecat aliquip aliqua anim qui pariatur sint deserunt qui ,24-06-2023 ,12-05-2023,CM2965582947879253825248669,10,Generic Plastic Chips  ,100  ,37  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,qui deserunt ex sint nostrud laborum occaecat aliquip aliqua anim qui pariatur sint deserunt qui ,24-06-2023 ,12-05-2023,CM2965582947879253825248669,10,Ergonomic Soft Chair  ,29  ,26  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,qui deserunt ex sint nostrud laborum occaecat aliquip aliqua anim qui pariatur sint deserunt qui ,24-06-2023 ,12-05-2023,CM2965582947879253825248669,10,Practical Fresh Keyboard  ,8  ,58  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,qui deserunt ex sint nostrud laborum occaecat aliquip aliqua anim qui pariatur sint deserunt qui ,24-06-2023 ,12-05-2023,CM2965582947879253825248669,10,Ergonomic Granite Gloves  ,65  ,42  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,qui deserunt ex sint nostrud laborum occaecat aliquip aliqua anim qui pariatur sint deserunt qui ,24-06-2023 ,12-05-2023,CM2965582947879253825248669,10,Gorgeous Wooden Chair  ,120  ,92  
7,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,7470 DuBuque Plaza ,Oranjestad ,Kerry_Bergnaum@yahoo.com,Kerry Bergnaum,189-052-5595,qui deserunt ex sint nostrud laborum occaecat aliquip aliqua anim qui pariatur sint deserunt qui ,24-06-2023 ,12-05-2023,CM2965582947879253825248669,10,Practical Concrete Tuna  ,61  ,32  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,533 Hintz Pine Cotton ,Ground ,Candace3@yahoo.com,Candace Gerhold,633-008-6596,et minim adipisicing magna exercitation laborum laborum id proident aliqua est nisi consectetur aliquip fugiat dolore sit exercitation ,06-07-2023 ,12-05-2023,DE05599409319446007186,10,Fantastic Concrete Shoes  ,46  ,34  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,533 Hintz Pine Cotton ,Ground ,Candace3@yahoo.com,Candace Gerhold,633-008-6596,et minim adipisicing magna exercitation laborum laborum id proident aliqua est nisi consectetur aliquip fugiat dolore sit exercitation ,06-07-2023 ,12-05-2023,DE05599409319446007186,10,Ergonomic Wooden Cheese  ,59  ,41  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,533 Hintz Pine Cotton ,Ground ,Candace3@yahoo.com,Candace Gerhold,633-008-6596,et minim adipisicing magna exercitation laborum laborum id proident aliqua est nisi consectetur aliquip fugiat dolore sit exercitation ,06-07-2023 ,12-05-2023,DE05599409319446007186,10,Generic Fresh Shoes  ,54  ,38  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,533 Hintz Pine Cotton ,Ground ,Candace3@yahoo.com,Candace Gerhold,633-008-6596,et minim adipisicing magna exercitation laborum laborum id proident aliqua est nisi consectetur aliquip fugiat dolore sit exercitation ,06-07-2023 ,12-05-2023,DE05599409319446007186,10,Tasty Plastic Fish  ,97  ,29  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,533 Hintz Pine Cotton ,Ground ,Candace3@yahoo.com,Candace Gerhold,633-008-6596,et minim adipisicing magna exercitation laborum laborum id proident aliqua est nisi consectetur aliquip fugiat dolore sit exercitation ,06-07-2023 ,12-05-2023,DE05599409319446007186,10,Fantastic Wooden Car  ,12  ,84  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,laborum ipsum nostrud magna eu anim et est nisi fugiat quis ,14-06-2023 ,12-05-2023,LU88437F3E6NU0JVAMNC,10,Fantastic Soft Chair  ,109  ,76  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,laborum ipsum nostrud magna eu anim et est nisi fugiat quis ,14-06-2023 ,12-05-2023,LU88437F3E6NU0JVAMNC,10,Refined Plastic Pants  ,120  ,46  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,laborum ipsum nostrud magna eu anim et est nisi fugiat quis ,14-06-2023 ,12-05-2023,LU88437F3E6NU0JVAMNC,10,Unbranded Frozen Bike  ,94  ,75  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,laborum ipsum nostrud magna eu anim et est nisi fugiat quis ,14-06-2023 ,12-05-2023,LU88437F3E6NU0JVAMNC,10,Refined Concrete Shoes  ,79  ,70  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,laborum ipsum nostrud magna eu anim et est nisi fugiat quis ,14-06-2023 ,12-05-2023,LU88437F3E6NU0JVAMNC,10,Small Fresh Towels  ,17  ,87  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,laborum ipsum nostrud magna eu anim et est nisi fugiat quis ,14-06-2023 ,12-05-2023,LU88437F3E6NU0JVAMNC,10,Fantastic Frozen Soap  ,26  ,68  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,laborum ipsum nostrud magna eu anim et est nisi fugiat quis ,14-06-2023 ,12-05-2023,LU88437F3E6NU0JVAMNC,10,Tasty Granite Hat  ,3  ,69  
7,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,121 Jacobs River ,Port-Vila ,Don_Zulauf40@hotmail.com,Don Zulauf,110-825-4839,laborum ipsum nostrud magna eu anim et est nisi fugiat quis ,14-06-2023 ,12-05-2023,LU88437F3E6NU0JVAMNC,10,Handmade Cotton Ball  ,18  ,69  
0,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,mollit ea ad nostrud ex magna occaecat Lorem exercitation non officia ,03-07-2023 ,12-05-2023,CZ3912976277760755673015,10,Refined Fresh Sausages  ,58  ,81  
1,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,mollit ea ad nostrud ex magna occaecat Lorem exercitation non officia ,03-07-2023 ,12-05-2023,CZ3912976277760755673015,10,Rustic Soft Shoes  ,97  ,60  
2,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,mollit ea ad nostrud ex magna occaecat Lorem exercitation non officia ,03-07-2023 ,12-05-2023,CZ3912976277760755673015,10,Sleek Cotton Pizza  ,85  ,43  
3,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,mollit ea ad nostrud ex magna occaecat Lorem exercitation non officia ,03-07-2023 ,12-05-2023,CZ3912976277760755673015,10,Handmade Fresh Shirt  ,19  ,65  
4,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,mollit ea ad nostrud ex magna occaecat Lorem exercitation non officia ,03-07-2023 ,12-05-2023,CZ3912976277760755673015,10,Generic Concrete Pizza  ,85  ,66  
5,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,mollit ea ad nostrud ex magna occaecat Lorem exercitation non officia ,03-07-2023 ,12-05-2023,CZ3912976277760755673015,10,Ergonomic Granite Pants  ,47  ,51  
6,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,mollit ea ad nostrud ex magna occaecat Lorem exercitation non officia ,03-07-2023 ,12-05-2023,CZ3912976277760755673015,10,Awesome Plastic Table  ,106  ,88  
7,Jamestown,"Tennessee,USA", We are here to serve you.better. Reach out to us in case of any concern or feedbacks. ,NearBy Electronics,3741 Glory Road,38556,231 Jayne Fields ,Mwanza ,Ernser@yahoo.com,Terri Ernser,415-897-1517,mollit ea ad nostrud ex magna occaecat Lorem exercitation non officia ,03-07-2023 ,12-05-2023,CZ3912976277760755673015,10,Awesome Plastic Cheese  ,111  ,98  
